,DQN,DDQN,Priority
1020,186.9736885064294,192.6025796263466,189.9441055603642
1021,189.6928252509754,192.71130969851868,190.06999081837247
1022,189.52631667050406,192.54993606939505,189.83246801578426
1023,193.0351285866701,192.2781090298546,192.79711985743606
1024,192.21720153661096,192.51426058686434,192.84901253174397
1025,190.73275486267997,192.13889646476932,192.74734345949398
1026,190.06408056720008,194.28282218310466,193.0836778402283
1027,190.64817507582364,193.7927491006103,190.72895461617532
1028,190.5972142318316,193.69053938305157,190.1319866641262
1029,190.1703755987086,191.24607646734373,189.04566077950048
1030,189.16761958235128,191.08188005918524,188.85357704924306
1031,190.1905595224441,190.9973063578395,186.84103934173015
1032,190.5764532488316,190.88796066997304,186.87975312914725
1033,189.84503460158746,193.10636070918605,187.29751567179926
1034,190.2290366409721,192.52378907781093,187.91070491392605
1035,190.10256673467012,192.20391825013073,187.64791281205598
1036,189.05131356192953,192.15662782016952,185.2424280956603
1037,186.921375637194,191.85011866088752,185.4549028686755
1038,186.90883396837864,192.09025531028973,185.27190187052528
1039,186.6271822029381,192.41923700851487,185.67099693389068
1040,186.82877096350228,192.3243299654257,188.24883267384027
1041,187.52328873586052,192.0712249843916,191.0978718572861
1042,187.20640375604182,192.11857991247118,191.65707657813712
1043,187.75786943159892,192.42372844978814,191.81204501940596
1044,187.83311821696034,192.87669282252614,191.87903042861382
1045,186.9915830832348,191.9027602572021,194.9888294071022
1046,186.170230159915,193.94470015650492,193.08179606415538
1047,185.01897045992374,194.21153299281858,193.17486526130145
1048,186.03147525841982,193.87513763314425,193.60369685861227
1049,183.48851871290375,193.16576003901176,193.5011111001965
1050,183.66698667370164,193.47651335956732,192.37618040532092
1051,181.784728652058,193.60462847026628,191.94350635511364
1052,185.17780699604907,193.1756693018593,189.63859080256537
1053,184.36647112055383,193.21433603831778,191.39340102458883
1054,183.50975979271726,195.40653257660497,192.28155617722882
1055,182.49903202319265,195.70377652492465,192.34715999021242
1056,182.56667767018587,198.74090507066632,192.17529029263667
1057,183.30820576152433,196.7954386974993,190.96662155705334
1058,182.7703657638857,194.63090358631655,190.01568590678747
1059,183.6741938316999,197.196098374576,192.5004699781761
1060,183.1983227224956,196.40852405084726,189.37286835112474
1061,182.07094386571896,196.43766969745502,190.01627661046297
1062,180.71546370619845,195.73097361318676,189.9953357271395
1063,180.43562688982794,200.5911014410857,187.30695942346566
1064,179.7289153694706,198.21915731842753,190.13917256179545
1065,179.40169654206665,198.06061911136933,188.1617735401795
1066,178.19700713852356,197.45810753350904,188.39468632780165
1067,180.16146831740417,197.55327313103186,188.47021428283927
1068,181.17860476005694,195.47533795575157,187.91047759929992
1069,181.18763675642512,196.94403197749668,187.31774228841311
1070,180.32808700616482,196.92192433741468,187.70289024616838
1071,180.160509671201,195.38361849164954,187.74212833749615
1072,180.23080992470324,196.39025145981554,186.11609716286057
1073,178.97485885056525,196.46966071043897,186.1391444929688
1074,182.49031396195832,197.2743875160937,186.76258962421807
1075,182.19680549830017,197.71047399337453,186.6435735039403
1076,181.72209013365847,197.89483212365457,184.6454480969859
1077,183.54269074825004,197.89903728410846,184.77394877481385
1078,183.3694216581723,197.65951334864116,184.46140202603908
1079,182.22061821844386,197.53932875359394,180.87540493893653
1080,182.28274151744606,197.54409837565356,181.05192987905193
1081,181.80959003075202,197.44100223043824,179.8222904625497
1082,182.8527914707394,197.191468558492,179.6799946586019
1083,183.22574323605903,198.11033349417488,178.98644979627895
1084,182.4850857161279,200.5122875559785,175.57111297923188
1085,182.6403978499273,200.56581502232723,175.26798659285978
1086,183.6843972525836,196.61533934288366,175.03908418404947
1087,187.0253598555411,197.36340768841313,174.91472467756918
1088,185.5802591504081,196.96559990554562,175.32434279525876
1089,185.39118300146157,199.44280109211633,174.83677793354877
1090,184.25489437811368,200.00820573794567,175.82319092701925
1091,185.6739202412626,201.3405282340277,175.98674337733243
1092,185.1271872425314,201.8541065726635,178.4765016596053
1093,182.00832426481807,204.58671835884678,178.67759962465362
1094,182.62040078695813,202.02865785901278,180.80199775301767
1095,182.33426344053404,201.8064282172631,180.45591656378483
1096,182.14730034766052,202.44967538823542,182.27222353052602
1097,184.5189544379022,202.16884223475364,182.70634699886187
1098,187.24319003360728,197.63279909472644,182.1379932041696
1099,187.52494375791105,196.18121377866916,182.6582400465373
1100,187.08601970204748,193.80452354859045,183.22993364032828
1101,187.71800662683899,193.95556757363937,183.81819950807414
1102,188.1381188967714,193.9414142993412,184.80374783938882
1103,188.263096850648,193.54076871063637,184.51055490131228
1104,188.4438298263209,193.58740051668443,184.96325956866175
1105,188.8697430065681,194.4795395140428,184.68465726747647
1106,189.0201026267405,194.04555745592864,185.2416468913721
1107,192.68252264752962,196.57263395744135,184.52641011656843
1108,194.85467224800232,195.54008126402871,184.77287344052547
1109,194.5799144804053,196.2550620257547,185.30812638386504
1110,192.3029450663829,197.94123392618803,185.48337320456812
1111,192.01086510174068,197.9301658051951,185.7121730582698
1112,192.08521017108146,197.38753089220484,182.42659853025376
1113,192.11554209191166,199.65284756056244,181.8982586748595
1114,191.9676912016132,199.97657800773206,182.04714485338525
1115,190.85285655766202,199.66935595765716,182.42597564857374
1116,193.7893806477771,199.35599154512758,180.18009735881617
1117,193.66010229935497,199.78893796103924,180.39713806918496
1118,196.6096613741651,202.19552072111154,181.17592171546312
1119,195.83816730034582,202.03923417532786,181.46494545757218
1120,194.81727595826297,198.9372971320707,182.77687618399227
1121,193.7007948143328,199.15301605861484,182.74985005118847
1122,193.813060413803,198.51779633818228,182.21648212168168
1123,193.82442304004795,198.25228672476476,179.66437586037358
1124,194.17740872530376,198.27633294070776,179.41455928240583
1125,194.51222180642918,198.12109756196685,178.88327176536959
1126,195.06316508451658,198.4626450865363,178.50611357191585
1127,195.0298603912178,199.00775368461578,180.7180395594369
1128,194.93053333732448,198.80614299399673,180.87073992761344
1129,195.33305634912128,201.35408337826826,181.82288177396566
1130,195.73748706503255,201.53300473458884,182.16680432524882
1131,195.38327964421805,201.99173500207453,184.63315823681495
1132,195.76478810219294,202.3089763299332,184.98708626441848
1133,196.24416781237713,202.8253542016527,185.0604224879804
1134,195.39579187542446,203.380552365935,184.40504751074081
1135,194.87986695209912,203.51277118412725,184.5974074367886
1136,194.73125837129737,202.97294668783294,186.63199360900472
1137,197.70891185873543,203.0306835917106,187.0281498661769
1138,197.34542619782786,202.02241234878892,187.6234449456807
1139,196.53461197835585,202.2736886568364,187.2950068604675
1140,195.47040520389677,202.45752709489057,187.99573066710252
1141,195.65736469870967,199.91468730158974,188.64672165399034
1142,196.15541905896757,200.01287352787665,187.74607118348442
1143,195.79958367453344,200.03526461837814,191.02615902768375
1144,195.48311345272774,199.7801374839341,190.08614961654877
1145,195.65650985087035,200.11688266130867,190.55683065283137
1146,196.30124049224253,201.41035855482173,192.867843689708
1147,196.57949096025757,202.03825517267242,193.125180855085
1148,196.45826701107868,202.2739395844049,192.32961361314608
1149,199.3270468809738,202.5106681708932,193.1987447425455
1150,200.1509786947249,202.00147843223286,193.4121863760027
1151,202.68794441304294,202.16386692150837,193.20320876791786
1152,202.2456406541412,202.27016681899488,195.9834659142872
1153,203.20530202162337,203.08646049453844,196.9293824150456
1154,204.19180154444118,203.42246497714382,196.42359866799944
1155,205.17309233633222,201.22913868874,195.88929901359373
1156,205.1079811737614,201.36202267400148,196.4695036153713
1157,204.8949923353235,203.78992713510146,197.05128298661376
1158,205.16073633698903,205.89471309602496,197.61458771391236
1159,204.8588415789014,205.87773518699487,197.1214255838599
1160,204.9499989137835,206.1304547685956,200.47961276019743
1161,204.895738863242,206.43642862067554,200.32967900998617
1162,205.30099532754687,206.55534985710787,201.06983016628544
1163,205.22898069620888,206.1615832800725,202.0671998042284
1164,206.3097250657637,208.89324563292328,201.81092150214016
1165,205.39693102593412,209.13818383112695,203.24423024101915
1166,205.0876276285822,209.9678749098184,203.21278148672067
1167,206.00757112323532,210.2686287286998,202.74747903504337
1168,205.51902179641704,212.5971437703581,202.7281292938583
1169,205.6358237092224,210.430103109526,202.6576976050909
1170,206.520999197753,210.9842714996938,202.66557318460622
1171,206.73003806038966,213.35351070569905,202.9343842234386
1172,208.01885362959055,213.3570179713332,205.06954992069663
1173,208.238669140517,213.6288939998051,204.75526381034135
1174,208.00164748836855,215.66068319032559,203.3585499302758
1175,208.3749590329444,215.15362323944473,202.95429585510487
1176,208.15567458988033,215.18287811070834,205.45527477224644
1177,207.43876488633111,216.0093957229625,204.76583414848136
1178,207.4542798363823,215.90040815247394,205.28134879522315
1179,208.8007904810771,216.7642637308702,208.53063275164422
1180,208.33419565981123,216.79628317946663,207.53352440469666
1181,208.40284163490873,218.5873590797501,210.41026267940222
1182,208.61057166930118,218.78957660676434,208.05127598760268
1183,208.97042579747853,218.83494219177297,208.33250064581262
1184,209.92923197838098,219.17210567852194,211.7252881706402
1185,209.63410042978703,218.89222596939038,212.06903448228658
1186,209.65545472196237,222.79383978510123,212.37430183236066
1187,210.02465208735666,224.20042321894667,213.35333561670615
1188,211.42141741307637,224.03632860904648,212.7178332321607
1189,211.2882175897846,224.45296571550992,213.5080945389907
1190,211.99575616133873,224.25416407202715,214.0616971900992
1191,213.34299751540308,222.31871591004904,214.55377939336583
1192,212.94201516990776,221.97613881027533,211.76407428233662
1193,215.23114659402225,222.43368646377553,210.91614080670826
1194,215.27726434944515,224.53791502804523,211.29972875763772
1195,216.6485878413404,224.21724701074766,210.97891433836932
1196,217.4912136999502,223.7568307994831,211.7478758229602
1197,217.11392144425645,224.13920702050876,211.96659598229408
1198,217.07624298208043,228.5727930804338,212.8337363072929
1199,217.60109205890203,230.19890236583456,215.6266029073364
1200,217.64533543917838,229.94517125393372,214.75894777430364
1201,217.38337942386377,229.74824946198856,216.3189315237703
1202,217.25023446184645,230.04479430936482,215.1385856277828
1203,217.48891340145263,230.7413643474852,215.46406445541908
1204,217.06140616608423,230.986576148927,213.05777570490375
1205,217.16138793390326,230.44133492413116,212.30021016033922
1206,217.2682421535875,228.51798772440503,212.92440818076363
1207,216.30377703279,226.1928942395911,210.71005002949744
1208,217.42627447350688,226.7945093341337,209.5966496959943
1209,217.63743671789211,226.79297000947238,208.76524430652836
1210,219.69421704757298,227.1493940447307,208.27435759985602
1211,219.9409207213774,227.30090780733568,207.61827092330557
1212,220.03213092820107,227.97471866832174,210.08305137076874
1213,220.7010898955108,228.81263490288904,209.99680382879833
1214,219.86934585835172,228.32374434558045,210.39017043138304
1215,220.00782114654902,229.0524531031651,213.1799921377568
1216,218.91439306210054,226.88087446959744,215.86387902552045
1217,218.22893502556252,226.26800326860484,216.00427525192612
1218,218.0176032814982,226.63728817697756,215.49851432068854
1219,218.4721677591067,227.19958589159734,214.19816753638008
1220,218.78810579641683,230.136814083586,214.97489284164428
1221,219.74676346917576,229.57582634385918,215.41988712512574
1222,219.70289839028516,227.30794064884182,215.57753910409676
1223,219.23838495890553,227.63255614308244,218.1895240591007
1224,219.10983498599919,227.5846339742481,217.70363787087146
1225,219.25980100744022,227.94303561817634,217.2180036211581
1226,218.99279534493542,225.42929508439775,217.94542649598304
1227,218.59516417597754,225.0103019248005,218.46854577977922
1228,218.6477668089062,224.85894181420687,218.690447196435
1229,218.60219546969677,224.61387116143314,219.0511480583751
1230,218.43726423009736,224.75016967109136,219.32779436093836
1231,217.93129132273785,224.38910656948778,218.11275029440188
1232,217.42871544728237,224.24111745559284,219.04703862560473
1233,217.63699988775596,223.5296053265292,218.55520402816478
1234,217.86307159210904,223.14392283136723,218.96821496298384
1235,218.7536782563206,223.17182850525893,219.12425727318853
1236,219.41200738346694,223.8815370637433,219.83744946998155
1237,219.2940835428215,224.38556496704288,219.18125220620615
1238,219.1025339982525,224.94317414547663,219.08074664900658
1239,219.78344895046376,224.57830144297907,219.55669747387515
1240,220.17470866382916,224.7034062442256,218.30798135266608
1241,219.9318872665066,227.2827231634622,218.32690822754094
1242,220.08829121605183,226.35238620447524,218.26003921417706
1243,220.18668996607525,225.97969217409695,218.3112674488006
1244,219.90514870248097,226.21756713989743,219.19864284830058
1245,220.05588589981497,226.73655498141667,218.45886459063485
1246,219.73726922702213,225.70151134432993,218.4907459734023
1247,220.33317112535212,222.57144652227697,214.76570441933018
1248,219.51932407401597,222.72151060206167,212.01902488445614
1249,219.189109343511,222.70020259903077,211.1693904400788
1250,218.6017049788992,223.11602007855296,211.9492418739743
1251,217.55349973750134,222.53674424223172,211.99034129009627
1252,209.41982808044457,222.66974080480696,211.61611925276625
1253,208.85539133080064,222.52942752920458,211.02563541393837
1254,208.4016072488737,222.16778850699058,211.38079993941344
1255,208.30395032021642,223.96661819128852,211.4055137355394
1256,208.98651631711058,223.27186156309224,210.7133608320438
1257,208.48312669807572,222.9992014237304,211.29927896751644
1258,208.00397338978217,223.09525066424894,211.87395532200497
1259,207.08354468844024,223.55092016301157,211.765703728194
1260,207.8057980193893,223.51230300623862,209.07811165400977
1261,208.2628168759371,223.56030710813718,207.79704868164262
1262,207.89657399886306,223.67195726070196,207.34178527427252
1263,208.43481770006434,223.81821898922655,208.84462690682966
1264,208.2136599686508,223.7047439000414,208.80263978753865
1265,209.35157849174436,223.78886786417854,209.2375983137781
1266,210.6222185082073,223.55844346161422,208.8263211324173
1267,210.79437214628598,223.70448644481587,209.48056371592793
1268,210.0329806352124,221.84614257903146,209.8735186181235
1269,210.14045918201825,223.1049996233849,207.70377824372022
1270,209.79831303978847,222.19896484489564,207.1354587428193
1271,208.77657478709816,222.29684980003526,206.03972305587823
1272,207.8142510092436,222.38315204818818,205.6823469555579
1273,208.21724576929012,222.61453399427086,205.5841452499504
1274,207.8948240866423,222.61495998153458,206.77175374618454
1275,207.93177824395937,223.08622726006547,207.60645868195886
1276,209.00657352199937,222.37927602101473,207.79604646044126
1277,209.2675434250683,221.97690522326576,208.1580069990432
1278,209.59416843140258,222.4679506479382,207.34654857093494
1279,208.1737121550249,222.03212339180135,207.45864701427763
1280,208.03884171783994,221.96274242011498,208.20621362327506
1281,207.84203993292792,222.67815285906056,207.94192398146936
1282,206.85204119668558,223.087152982437,210.24884995070195
1283,207.31497139751497,223.03913123581316,210.37957053068592
1284,207.0593487869979,222.7638789587601,210.38592202742927
1285,201.56683137282872,222.64059324027647,210.45606012661278
1286,201.40263126026028,222.53639911010268,210.5634746786103
1287,201.33268242923822,222.31577084278902,210.5444672802249
1288,200.84739306850565,222.80354927121732,208.99816243466898
1289,201.21030959669656,222.97432239676826,208.79942461563184
1290,200.7710052914846,222.584772144634,209.67194774764758
1291,200.57433338630915,224.76524440128654,208.98955769131354
1292,201.0052778769923,224.42402696645073,211.48864312170687
1293,201.43032722323846,223.98616434334227,211.6825701305443
1294,200.34774907902428,223.6673764576695,211.15233370610105
1295,200.80779922149966,223.44785264857154,210.9422316410288
1296,200.00506497668994,223.79731475576392,210.5831684704542
1297,200.95577573931507,223.83299793812074,209.62865184734
1298,201.06503759096827,223.7398169157432,208.4933581657763
1299,201.50170956537877,223.84523929576685,207.22138508601125
1300,202.5093986558176,223.62374260539502,208.68959232792997
1301,202.44239533771375,224.34075071947086,208.137526956885
1302,202.61895119859906,224.29660919150498,209.3008077202277
1303,201.82657502761612,224.1499705778592,208.9741935166546
1304,202.2913987129474,223.86145570820952,211.82663951930917
1305,199.56287913931178,224.16592658579648,212.65932929600066
1306,199.6263741801938,225.98023956758058,211.6237870006488
1307,199.67698990979582,228.4579577140182,214.42831711281707
1308,198.33478142512067,228.01316742182942,214.93634362868272
1309,198.23973582866824,227.53198704125143,215.378750285418
1310,198.70095693316182,227.2719037844065,215.49503557108733
1311,198.3246868689183,227.78664184659698,215.60790774112837
1312,198.72024218785896,227.1016450468898,216.3919840915176
1313,198.6001020174121,226.33784870276398,216.3990139550938
1314,198.80912612871379,226.60101279954165,215.1724342274817
1315,198.9216178100147,225.8720865118368,215.01695381752535
1316,199.08268211914807,228.18022386976227,215.26249097458341
1317,198.2206899189456,228.60469455558484,215.13343262704916
1318,197.9381487039716,228.0987573391185,214.8611855578086
1319,192.51339962702752,227.5030285258051,215.2338199574484
1320,193.06457447795208,227.40835923049653,215.05322856640612
1321,192.95730296354617,227.62511541569467,214.28884978317245
1322,192.82430402889412,230.2188358901709,215.35773572429756
1323,192.8225426562859,230.3233339828088,214.350918345503
1324,192.65285758798865,230.40585230408263,211.77297288645187
1325,193.36694128099072,230.8426901830847,212.78511602265803
1326,193.1007339674314,232.75041274976022,211.66902501059292
1327,192.62119412579085,232.63278078634113,211.6918527255782
1328,193.13923731631678,232.72434302756744,211.69539668675944
1329,193.5272294891572,230.87102696469455,211.417888637801
1330,194.18108373673658,230.92129743380164,211.4416332911196
1331,194.48899625733554,230.88449631685987,212.60023922873816
1332,194.6340116020646,230.66367617171898,211.69064815793976
1333,194.3741470867978,231.0411288827562,211.17837424681787
1334,194.30586353463616,230.864367844356,210.76910033563053
1335,193.99211124188784,229.93061245839533,210.53560833984233
1336,194.28669500787123,229.26920525896878,210.6782008925792
1337,194.0517070652728,228.76728802705296,210.7918005296017
1338,194.647497147264,228.53276797906545,210.1331838724652
1339,195.22242827790228,228.46073278150297,209.54269204794338
1340,195.04489920123996,229.05328784918635,210.2176728299515
1341,195.4429631434128,229.23744857219094,209.74599993359035
1342,195.46142132099914,230.59555522054998,210.74795093424603
1343,196.34946439578636,230.66174819234035,210.5775999945723
1344,197.32234522457154,230.3971904602657,209.816593139409
1345,197.09520251821831,230.38298771058973,210.0401712743687
1346,197.71118993497896,230.74134452678973,209.32225723097181
1347,198.20139695604746,233.0189126328037,213.02486131293935
1348,198.95705206472604,232.63055367637466,216.04562009901022
1349,198.21770148458003,232.6256819282211,215.8583429770956
1350,198.3065721037536,232.3009458316332,215.0483913289601
1351,199.53796792740116,232.23128353927265,215.1743736113349
1352,208.03423507834694,232.59125096645857,214.92564573441672
1353,206.52242783255966,232.06086088046985,215.4466393138147
1354,206.3414350881686,231.86504933107804,215.05709597654513
1355,206.42810011985645,231.75053114832588,215.39980514594455
1356,206.48821408326964,232.03967435279662,216.0967984517835
1357,206.569422715696,231.91657986978953,215.99039831509083
1358,207.21804305166214,231.5467464777136,216.18691747842342
1359,206.78612977719177,231.06054316041158,216.42481724160652
1360,207.25446109464048,231.39513798628434,218.24328795387947
1361,208.29879712740396,231.21674614922557,219.43803183917123
1362,209.59679633380264,231.21731362330445,219.68922430125156
1363,209.26646522845783,230.74350769908878,220.18847965221372
1364,209.19120498702847,230.3917041762004,220.3642128846868
1365,209.48629702667614,230.39768171635623,220.8106041512556
1366,209.51271529966365,226.3125156672377,220.73801398482664
1367,209.58238375701742,225.58278505298924,220.68711782519185
1368,210.50499990502226,226.94255976096284,220.5544114220934
1369,211.1239055508773,227.03203817261453,222.70874491537197
1370,211.4785368564884,227.3689485291288,222.88143496123732
1371,211.9585167540454,226.74608591827712,224.06348761076296
1372,212.03749369043592,226.51946175756876,224.44013954992536
1373,211.75557884035098,226.27482706783923,224.2358589389547
1374,212.23586331858394,225.57355509667934,223.2671794369306
1375,212.48916916450244,225.44273265629386,222.6300728815147
1376,212.18913074042936,225.61063408113375,222.15663540724898
1377,212.03862929871318,225.39865864285161,222.14970271099494
1378,212.2394886323872,225.4189107567728,223.08068498703625
1379,214.17188965169407,225.60002524525555,221.63032912116358
1380,214.61191582880264,226.1065980157487,221.18996546362098
1381,214.57064185947758,225.55606678750274,221.36796209221797
1382,214.88223160465998,224.850887415732,221.25942286931547
1383,214.8207199562656,224.24013914550986,221.5253156126336
1384,214.95109513291206,224.67168503051934,220.94198457926436
1385,221.23685310410048,225.0970320512607,220.94365147930867
1386,220.9372906852394,224.71773593385865,220.33156052755152
1387,220.3997256106892,225.02588789718575,220.28053802341162
1388,220.83036942143394,224.2642694503037,222.22188493095848
1389,221.5345427814019,224.06095824359883,221.41414278689848
1390,222.161700133556,224.4242344400249,221.36836271070686
1391,222.5153089061206,224.51874561440812,222.04875555581526
1392,223.1872995748159,224.76298956701805,221.42644353832333
1393,222.91646139860444,224.8321677009591,222.05325391027586
1394,224.30350336905065,225.11260359023106,222.94066166251548
1395,224.2864281312085,225.4386616617484,222.99787038502555
1396,224.8577719687299,224.97624474671403,223.86181576184902
1397,225.046377840612,224.68669792698648,224.6845512441645
1398,225.5946336503265,224.77810873236385,225.4533871632432
1399,225.0869450197367,224.85557299423115,225.79229783348458
1400,225.08041311963873,226.92116215297474,225.01597992758653
1401,225.67633620488223,226.2299654018609,224.9071861091163
1402,225.88067968135397,226.28672382733427,223.77116085698893
1403,226.54048859737782,226.5294981225747,224.31202633709447
1404,226.4920430617245,224.55502641898386,224.30466941465917
1405,229.66560650621355,224.03799774456283,224.11635955322333
1406,229.84433814069288,224.58579546796213,224.8027298412796
1407,229.25866231459872,224.3142059792175,224.96820747138932
1408,230.30097209056362,224.9599976449191,225.00443927268196
1409,230.95249741365672,222.9339243577442,224.69376509307006
1410,230.72809195780724,222.96915689455736,224.3253293283853
1411,230.48663341134474,222.97751003713884,224.0782941953713
1412,230.56570084367428,223.35501641703414,223.57672756760573
1413,230.0533001314656,223.64145938260194,223.83655076336413
1414,230.5548620915991,223.53792246885732,224.2051778704563
1415,231.47062311430028,220.7167594687391,224.4275992211917
1416,232.0524101581011,220.5920949815934,223.95688510647287
1417,233.54572564870358,220.18464236151934,224.06442177855752
1418,233.48835045220048,220.32886498590165,224.23479998717488
1419,238.8794608712756,221.21807280849254,223.27066102156965
1420,238.65188047941044,221.43217518317874,223.246356075278
1421,238.72786019314444,221.67255827953304,224.2515480281044
1422,239.12327225477085,222.05667703501257,223.31921532200846
1423,236.5755733004205,222.10026686034635,224.49033152496312
1424,236.61076277285977,222.01986177008382,227.78649380822299
1425,236.45930768229596,221.27003613865375,228.22502562176243
1426,236.5245495338957,221.75446011736298,228.76207457709378
1427,237.5459541441444,221.91569911652198,228.23068956913136
1428,237.97107843271368,222.05353607576305,228.11912506722857
1429,238.19960893292296,224.1610611579523,228.25438641671516
1430,237.52433558386315,224.03654766261846,228.10334043740966
1431,237.59647671717863,224.29014617286728,228.04107345688627
1432,238.2697630719927,225.0803175067895,228.43936142778796
1433,238.8852056468543,225.2130158345358,228.70350967287703
1434,239.54122444810585,225.11451787637859,228.57717009669662
1435,239.2390659767812,225.81564973394308,229.29635761216412
1436,238.8430637992625,225.8893029877959,228.82661499508515
1437,239.35346775949296,225.75320462267328,228.7058311605358
1438,238.91221923722978,225.80029530900526,228.78829647262316
1439,238.47495566860758,226.05390447874558,228.7009655209761
1440,239.10053223632366,225.61013333125652,229.34489353863282
1441,238.59831000171104,225.80678784579294,226.85834388532007
1442,239.059001776594,224.993781515277,226.3402232182993
1443,238.92790027555006,225.76669765043027,225.7603698673943
1444,238.34437221163793,226.09829386841272,225.7775641620958
1445,239.51189008636456,225.8234020143426,225.28939688498406
1446,239.64196729630044,225.5862906729557,225.90608778667922
1447,239.6485541563156,225.83853004815944,224.88020662798863
1448,239.2963848440032,226.27474423087665,224.81982907641023
1449,239.8176994783256,226.23229062557945,224.99951211337492
1450,240.30315890531088,226.6740959030481,225.87182063444044
1451,240.87027058504475,226.95549422017336,226.67238970922816
1452,239.23616040734615,226.54044696441304,227.4545866662692
1453,241.30399312791988,226.7365095074527,227.16211360748804
1454,241.41730147359576,227.183836638584,227.59887645842792
1455,241.39099848275745,227.00442668764842,227.75364461082518
1456,241.11208897074488,226.8359414933774,227.7464292485041
1457,241.1641955150652,227.04492986278876,228.07985156825924
1458,241.402512590553,227.16117545199893,227.4030538370852
1459,242.40750162564981,227.6604975929722,227.6906366737436
1460,241.9440966582736,227.40459934643945,228.65658577042961
1461,241.7369910614398,227.1029224201047,228.25264084030547
1462,241.09839960095837,226.6545754730878,225.32359977276988
1463,241.15255518281967,226.79096267334526,225.2709722567448
1464,241.1302599424952,226.55856661465128,225.09187521755274
1465,240.7223081618717,226.1311824823314,224.7249778102348
1466,241.04567337094323,229.8817524468902,224.75332503433248
1467,240.89937712488307,230.47213078651316,224.39377430546085
1468,240.7696414612563,230.51492202835175,224.52367939290593
1469,240.8336315987078,231.08064298858903,224.73062293943983
1470,238.46793922193524,231.52226971824885,225.2583837307112
1471,238.20388251522928,231.78769048050287,224.6867867617879
1472,238.5848371433058,232.0094094796346,224.0447848900892
1473,239.332261045993,231.77335839731197,224.27802799031895
1474,239.23859262821668,231.75989888486413,224.26988277690037
1475,238.97949526923549,231.78588403874198,224.76447917420128
1476,238.79907683926905,232.2262518503393,225.28690129586118
1477,239.32237773420283,231.82968310792853,225.12127836380694
1478,238.8973887484891,231.16172061018952,224.32779536170835
1479,238.76110623089227,230.83832773031395,225.64204065194656
1480,238.85699861294623,229.8612495459569,226.473292186948
1481,239.056192099562,230.10959543486703,226.96317301624163
1482,239.45499003369824,230.72099682393568,227.2340373258517
1483,239.20829508496618,230.42013955103485,227.33620894920674
1484,238.86650477738957,227.81201405076513,228.01931133935625
1485,239.09775888558227,227.72072139902818,228.01624486206663
1486,238.94308928629616,228.14644034406916,229.11456406186466
1487,239.01870510715864,227.74822442340684,229.22042147586401
1488,238.92049939144573,228.19957518637943,229.34589551875035
1489,238.20540217638114,225.4645388984175,229.4905854466657
1490,238.128667936167,225.5068115534693,229.38081007674245
1491,237.91902121914075,225.29162414635877,229.09901894013953
1492,237.89080200295706,225.74287809909103,229.7919535634312
1493,238.69748423629193,225.79617704268523,229.90102293902754
1494,238.48354620855696,225.41679656401357,230.05001625720027
1495,238.79191522300945,225.60179292664162,229.98652978200812
1496,238.23764153701558,225.90484408759232,229.6974995016535
1497,237.69300159392463,226.0743068876068,229.17135072203737
1498,237.4222963843276,223.12416362272478,229.63566722143912
1499,237.86067016171182,222.77969397731326,230.22341846581722
1500,237.45252727104594,222.49198714582963,230.18443808496107
1501,236.8904195918697,222.29962438772395,230.13608351745825
1502,235.9700505422326,222.31219904602924,230.78691514893978
1503,235.95193944212588,221.4244534179122,230.6458546263875
1504,235.81018263044186,223.6918965880376,230.36513165429352
1505,234.58513329071206,223.80317261689132,231.07637004288168
1506,234.57816774779454,223.60785660798737,230.77217841885084
1507,235.5122411763262,223.18803847752434,230.66310805944667
1508,235.28097531343778,222.30849652133762,230.91814428357637
1509,235.07270992460337,224.62432486050108,231.32791666741485
1510,235.52656666505953,224.18833298942835,231.4988512668997
1511,236.2116717588881,223.512871552397,231.74198051985928
1512,236.03969734669255,223.07407356845627,229.45511115182435
1513,235.68585398033073,223.09133517871055,229.68867350539597
1514,235.32467845484413,223.22247144309003,230.00257920744133
1515,234.71608480425502,226.23307949004342,230.11624100811565
1516,234.08989059162286,226.24847060361128,230.464692355886
1517,233.717190535959,226.3895999796475,230.7104305099079
1518,233.89054486283004,226.11506262807904,231.04621003411955
1519,234.34344281936245,224.8438095090088,232.60626475893176
1520,234.46749960563605,224.64854755071997,233.32655289177197
1521,234.2000837134176,224.32771905115027,233.21689837033583
1522,234.52534430179747,224.54180600593037,234.0619249283046
1523,237.60491347690026,223.94665604453635,233.50733170625492
1524,238.56502165597504,223.82270896496823,233.66665668593328
1525,238.62136564421337,223.7445898446656,233.605586978234
1526,239.35129105478427,223.6459386271663,233.68832316993732
1527,239.27481981857608,223.74673017664384,234.58161402836785
1528,239.12811539749327,223.14798651351404,234.59123274007933
1529,238.40459645777693,223.4329708748839,233.872785100592
1530,238.69716068469833,223.44773667674838,233.5580900259828
1531,238.28588752698025,220.7347210542723,233.93370401441786
1532,238.2021611564438,220.45970217381412,234.4425222421752
1533,237.99036747418512,220.1893315936315,234.59128200534713
1534,237.81173146973742,220.89071499108834,234.84514347694818
1535,236.02605332889493,219.7725095341688,234.41162340428247
1536,236.25180875959953,219.54950228953038,235.06171796348113
1537,235.55824459012103,219.72454944589353,235.17583884819692
1538,233.56927401322926,220.00294571645588,235.37777605382573
