PPO
-254.79753609776700
-251.83910320388300
-248.7795761454820
-248.87446299437200
-249.86355914125500
-246.89599853631100
-246.81560653701100
-247.79437937360200
-244.46008006758900
-242.4778836544980
-241.7265514092110
-238.67315838187400
-237.69786138293300
-238.67980488964600
-234.40585495220700
-232.95591728089700
-231.53307027904200
-229.99667082799700
-229.08708713910900
-227.1967547146250
-224.8069222433210
-223.74276791882100
-223.8628247147490
-219.98413295572200
-215.92531583087000
-213.69468845320500
-210.8401668116010
-208.09839164952400
-204.27095122435200
-202.07335738026700
-198.29771569030600
-194.11566982168700
-189.71264634570600
-188.06505350917300
-187.8200989249800
-185.35628871589200
-184.88346119597200
-183.08302920719200
-178.32498676063100
-174.29840261277600
-168.91497467001100
-164.52419262767200
-163.6668522852850
-160.4215584077750
-160.47251058917700
-156.45618410613100
-157.1447789439170
-156.48323001188500
-154.00087577381100
-154.2022324056200
-154.71935516016800
-151.34567394928500
-151.4302728843650
-149.25973366475800
-146.72478812779900
-143.39786461388900
-142.3349804487620
-140.93813517693200
-139.13592537799600
-136.46111820660700
-133.91739235928000
-130.9466664769140
-128.14351890387000
-125.81672598471200
-123.59174173629900
-122.15247300728000
-119.1244590576870
-114.54118358324700
-113.65625828501900
-111.25440673044900
-111.13961208372100
-109.90281750263100
-107.18294970497900
-106.75227426202500
-105.05875837838900
-101.52219535773400
-101.00050115387100
-98.89323059153250
-98.69382687581760
-92.0791324379776
-91.43256506555310
-88.1152615431937
-84.75494729917030
-84.09986783949200
-81.16975725428920
-79.99514123908080
-78.96344827214790
-77.65920304658930
-73.45079185818650
-71.96755243746630
-68.38595990722550
-65.75732048144310
-66.41735558325540
-63.30709808132730
-63.44171659161520
-63.243934639635600
-64.36341983312670
-63.79312278840100
-62.97482763752590
-59.96936076645710
-57.69742044716520
-57.72783595386330
-55.9004513283091
-54.26052539390780
-52.74414002813440
-50.280743371579500
-48.79145563309890
-46.81720697289300
-46.34349608678750
-43.289868406369400
-41.38564620966340
-41.209866981072400
-40.6671094360677
-38.81731920983110
-38.442405211613600
-36.70588186764350
-35.95832847446730
-33.64779782477970
-32.70381684490490
-33.016674134515100
-30.366505889686000
-29.18260706746740
-28.10469635961820
-26.831167938458700
-25.475503289682700
-26.01076516967060
-25.496876668534300
-24.021783517727500
-22.984919009601600
-22.776971779168000
-21.556338250579300
-20.761561096589900
-19.833059281803400
-18.879039956992400
-15.595134975672100
-14.103243752567300
-12.13779010196530
-12.13399697819650
-11.462738514537900
-11.119740763740300
